,Trial,BPM,GestureSize,TimeDiffRegionOne,TimeDiffRegionTwo
0,1.0,80.0,S,0.3,0.16000000000000003
1,2.0,80.0,S,0.32,0.16000000000000003
2,3.0,80.0,S,0.36,0.16000000000000003
3,4.0,80.0,S,0.2799999999999999,0.12
4,5.0,80.0,S,0.33000000000000007,0.17000000000000004
5,6.0,80.0,S,0.30999999999999994,0.16999999999999993
6,7.0,80.0,S,0.37,0.15000000000000002
7,8.0,80.0,S,0.35000000000000003,0.13
8,9.0,80.0,S,0.42999999999999994,0.18999999999999995
9,10.0,80.0,S,0.35,0.17000000000000004
10,11.0,80.0,S,0.32999999999999996,0.1499999999999999
11,12.0,80.0,S,0.31000000000000005,0.15000000000000002
12,13.0,80.0,S,0.30000000000000004,0.16000000000000003
13,14.0,80.0,S,0.38,0.16000000000000003
14,15.0,80.0,S,0.37,0.15000000000000002
15,16.0,80.0,S,0.31000000000000005,0.15000000000000002
16,17.0,80.0,S,0.37,0.15000000000000002
17,18.0,80.0,S,0.33000000000000007,0.17000000000000004
18,19.0,80.0,S,0.32999999999999996,0.15000000000000002
19,20.0,80.0,S,0.35000000000000003,0.15000000000000002
20,21.0,80.0,S,0.26999999999999996,0.13
21,22.0,80.0,S,0.24999999999999994,0.10999999999999999
22,23.0,80.0,S,0.26999999999999996,0.13
23,24.0,80.0,S,0.25,0.13
24,25.0,80.0,S,0.24999999999999994,0.13
25,26.0,80.0,S,0.27,0.10999999999999999
26,27.0,80.0,S,0.26999999999999996,0.13
27,28.0,80.0,S,0.26999999999999996,0.13
28,29.0,80.0,S,0.27,0.10999999999999999
29,30.0,80.0,S,0.33,0.15000000000000002
30,31.0,80.0,S,0.22999999999999993,0.10999999999999999
31,32.0,80.0,S,0.26999999999999996,0.15000000000000002
32,33.0,80.0,S,0.22999999999999998,0.10999999999999999
33,34.0,80.0,S,0.33,0.13
34,35.0,80.0,S,0.24999999999999994,0.10999999999999999
35,36.0,80.0,S,0.27,0.08999999999999997
36,37.0,80.0,S,0.24999999999999994,0.10999999999999999
37,38.0,80.0,S,0.22999999999999998,0.13
38,39.0,80.0,S,0.25,0.10999999999999999
39,40.0,80.0,S,0.21000000000000002,0.10999999999999999
40,1.0,100.0,S,0.24999999999999994,0.10999999999999999
41,2.0,100.0,S,0.26999999999999996,0.10999999999999999
42,3.0,100.0,S,0.31,0.10999999999999999
43,5.0,100.0,S,0.25000000000000006,0.11000000000000004
44,6.0,100.0,S,0.25,0.13
45,7.0,100.0,S,0.31000000000000005,0.10999999999999999
46,8.0,100.0,S,0.23000000000000004,0.09000000000000002
47,9.0,100.0,S,0.25,0.10999999999999999
48,10.0,100.0,S,0.25,0.10999999999999999
49,11.0,100.0,S,0.26999999999999996,0.10999999999999999
50,12.0,100.0,S,0.24999999999999994,0.08999999999999997
51,13.0,100.0,S,0.25,0.10999999999999999
52,14.0,100.0,S,0.24999999999999994,0.1299999999999999
53,15.0,100.0,S,0.25,0.10999999999999999
54,16.0,100.0,S,0.22999999999999998,0.10999999999999999
55,17.0,100.0,S,0.25,0.10999999999999999
56,18.0,100.0,S,0.20999999999999996,0.08999999999999997
57,19.0,100.0,S,0.26999999999999996,0.13
58,20.0,100.0,S,0.21000000000000002,0.08999999999999997
59,21.0,100.0,S,0.27,0.13
60,22.0,100.0,S,0.26999999999999996,0.10999999999999999
61,23.0,100.0,S,0.26999999999999996,0.10999999999999999
62,24.0,100.0,S,0.25,0.13
63,25.0,100.0,S,0.21000000000000002,0.09000000000000008
64,26.0,100.0,S,0.26999999999999996,0.10999999999999999
65,27.0,100.0,S,0.22999999999999998,0.10999999999999999
66,28.0,100.0,S,0.31,0.13
67,29.0,100.0,S,0.22999999999999993,0.10999999999999999
68,30.0,100.0,S,0.21000000000000002,0.08999999999999997
69,31.0,100.0,S,0.22999999999999998,0.08999999999999997
70,32.0,100.0,S,0.25,0.10999999999999999
71,33.0,100.0,S,0.19,0.08999999999999997
72,34.0,100.0,S,0.25,0.10999999999999999
73,35.0,100.0,S,0.22999999999999998,0.10999999999999999
74,36.0,100.0,S,0.23000000000000004,0.09000000000000008
75,37.0,100.0,S,0.25,0.10999999999999999
76,38.0,100.0,S,0.21000000000000002,0.09000000000000008
77,39.0,100.0,S,0.23000000000000004,0.08999999999999997
78,40.0,100.0,S,0.22999999999999998,0.10999999999999999
79,1.0,120.0,S,0.21000000000000002,0.11000000000000004
80,2.0,120.0,S,0.20999999999999996,0.08999999999999997
81,3.0,120.0,S,0.21000000000000002,0.09000000000000002
82,4.0,120.0,S,0.22999999999999998,0.09000000000000002
83,5.0,120.0,S,0.22999999999999998,0.08999999999999997
84,6.0,120.0,S,0.15000000000000002,0.050000000000000044
85,7.0,120.0,S,0.21000000000000008,0.07000000000000006
86,8.0,120.0,S,0.21000000000000008,0.11000000000000004
87,9.0,120.0,S,0.15000000000000002,0.07
88,10.0,120.0,S,0.27,0.09000000000000002
89,11.0,120.0,S,0.21000000000000002,0.09000000000000002
90,12.0,120.0,S,0.20999999999999996,0.08999999999999997
91,13.0,120.0,S,0.19000000000000006,0.09000000000000008
92,14.0,120.0,S,0.19000000000000006,0.09000000000000002
93,15.0,120.0,S,0.15000000000000002,0.050000000000000044
94,16.0,120.0,S,0.23000000000000004,0.09000000000000008
95,17.0,120.0,S,0.23000000000000004,0.09000000000000008
96,18.0,120.0,S,0.22999999999999998,0.08999999999999997
97,19.0,120.0,S,0.21000000000000002,0.11000000000000004
98,20.0,120.0,S,0.23000000000000004,0.07000000000000006
99,21.0,120.0,S,0.22000000000000003,0.09999999999999998
100,22.0,120.0,S,0.21000000000000008,0.09000000000000008
101,23.0,120.0,S,0.24999999999999994,0.10999999999999999
102,24.0,120.0,S,0.25,0.10999999999999999
103,25.0,120.0,S,0.29,0.10999999999999999
104,26.0,120.0,S,0.19000000000000006,0.09000000000000002
105,27.0,120.0,S,0.22999999999999998,0.10999999999999999
106,28.0,120.0,S,0.30000000000000004,0.12000000000000005
107,29.0,120.0,S,0.22999999999999998,0.10999999999999999
108,30.0,120.0,S,0.23000000000000004,0.09000000000000002
109,31.0,120.0,S,0.20999999999999996,0.07
110,32.0,120.0,S,0.22999999999999998,0.09000000000000002
111,33.0,120.0,S,0.18999999999999995,0.08999999999999997
112,34.0,120.0,S,0.21000000000000002,0.11000000000000004
113,36.0,120.0,S,0.21000000000000008,0.09000000000000008
114,37.0,120.0,S,0.23,0.09000000000000002
115,38.0,120.0,S,0.19000000000000006,0.09000000000000008
116,39.0,120.0,S,0.17000000000000004,0.07000000000000006
117,40.0,120.0,S,0.19,0.08999999999999997
118,1.0,80.0,M,0.39,0.15000000000000002
119,2.0,80.0,M,0.32999999999999996,0.13
120,3.0,80.0,M,0.31000000000000005,0.13
121,4.0,80.0,M,0.35,0.10999999999999999
122,5.0,80.0,M,0.37000000000000005,0.13
123,6.0,80.0,M,0.35000000000000003,0.10999999999999999
124,7.0,80.0,M,0.31000000000000005,0.1100000000000001
125,8.0,80.0,M,0.4099999999999999,0.16999999999999993
126,9.0,80.0,M,0.33000000000000007,0.15000000000000002
127,10.0,80.0,M,0.27,0.13
128,11.0,80.0,M,0.30999999999999994,0.16999999999999993
129,12.0,80.0,M,0.31000000000000005,0.13
130,13.0,80.0,M,0.30999999999999994,0.15000000000000002
131,14.0,80.0,M,0.41000000000000003,0.17000000000000004
132,15.0,80.0,M,0.27,0.13
133,16.0,80.0,M,0.37,0.15000000000000002
134,17.0,80.0,M,0.36999999999999994,0.10999999999999999
135,18.0,80.0,M,0.31000000000000005,0.10999999999999999
136,19.0,80.0,M,0.35,0.13
137,20.0,80.0,M,0.31000000000000005,0.13
138,21.0,80.0,M,0.27,0.13
139,22.0,80.0,M,0.25,0.10999999999999999
140,23.0,80.0,M,0.24999999999999994,0.10999999999999999
141,24.0,80.0,M,0.26999999999999996,0.13
142,25.0,80.0,M,0.24999999999999994,0.10999999999999999
143,26.0,80.0,M,0.32999999999999996,0.10999999999999999
144,27.0,80.0,M,0.30999999999999994,0.10999999999999999
145,28.0,80.0,M,0.27,0.10999999999999999
146,29.0,80.0,M,0.24999999999999994,0.10999999999999999
147,30.0,80.0,M,0.22999999999999998,0.10999999999999999
148,31.0,80.0,M,0.22999999999999998,0.10999999999999999
149,32.0,80.0,M,0.27,0.10999999999999999
150,33.0,80.0,M,0.30999999999999994,0.10999999999999999
151,34.0,80.0,M,0.26999999999999996,0.08999999999999997
152,35.0,80.0,M,0.25,0.10999999999999999
153,36.0,80.0,M,0.24999999999999994,0.10999999999999999
154,37.0,80.0,M,0.26999999999999996,0.13
155,38.0,80.0,M,0.24999999999999994,0.08999999999999997
156,39.0,80.0,M,0.25,0.13
157,40.0,80.0,M,0.27,0.13
158,1.0,100.0,M,0.29,0.10999999999999999
159,2.0,100.0,M,0.30999999999999994,0.10999999999999999
160,3.0,100.0,M,0.25,0.10999999999999999
161,4.0,100.0,M,0.33,0.10999999999999999
162,5.0,100.0,M,0.27,0.10999999999999999
163,6.0,100.0,M,0.29,0.08999999999999997
164,7.0,100.0,M,0.29,0.10999999999999999
165,8.0,100.0,M,0.27,0.07000000000000006
166,9.0,100.0,M,0.25,0.10999999999999999
167,10.0,100.0,M,0.29,0.10999999999999999
168,11.0,100.0,M,0.25,0.10999999999999999
169,12.0,100.0,M,0.25,0.10999999999999999
170,13.0,100.0,M,0.24999999999999994,0.13
171,14.0,100.0,M,0.26999999999999996,0.10999999999999999
172,15.0,100.0,M,0.22999999999999993,0.08999999999999997
173,16.0,100.0,M,0.27,0.13
174,17.0,100.0,M,0.24999999999999994,0.10999999999999999
175,18.0,100.0,M,0.25,0.13
176,19.0,100.0,M,0.26999999999999996,0.10999999999999999
177,20.0,100.0,M,0.25,0.08999999999999997
178,21.0,100.0,M,0.30999999999999994,0.10999999999999999
179,22.0,100.0,M,0.27,0.10999999999999999
180,23.0,100.0,M,0.31,0.10999999999999999
181,24.0,100.0,M,0.22999999999999993,0.10999999999999999
182,25.0,100.0,M,0.31,0.10999999999999999
183,26.0,100.0,M,0.22999999999999993,0.08999999999999997
184,27.0,100.0,M,0.27,0.10999999999999999
185,28.0,100.0,M,0.27,0.13
186,29.0,100.0,M,0.33,0.13
187,30.0,100.0,M,0.31,0.10999999999999999
188,31.0,100.0,M,0.26999999999999996,0.08999999999999997
189,32.0,100.0,M,0.26999999999999996,0.08999999999999997
190,33.0,100.0,M,0.27,0.10999999999999999
191,34.0,100.0,M,0.22999999999999998,0.10999999999999999
192,35.0,100.0,M,0.26999999999999996,0.10999999999999999
193,36.0,100.0,M,0.27,0.10999999999999999
194,37.0,100.0,M,0.30999999999999994,0.10999999999999999
195,38.0,100.0,M,0.30999999999999994,0.10999999999999999
196,39.0,100.0,M,0.26999999999999996,0.10999999999999999
197,40.0,100.0,M,0.27,0.08999999999999997
198,1.0,120.0,M,0.29000000000000004,0.09000000000000002
199,2.0,120.0,M,0.20999999999999996,0.08999999999999997
200,3.0,120.0,M,0.22999999999999998,0.08999999999999997
201,4.0,120.0,M,0.22999999999999998,0.10999999999999999
202,5.0,120.0,M,0.20999999999999996,0.08999999999999997
203,6.0,120.0,M,0.17000000000000004,0.09000000000000002
204,7.0,120.0,M,0.20999999999999996,0.06999999999999995
205,8.0,120.0,M,0.21000000000000008,0.09000000000000008
206,9.0,120.0,M,0.22999999999999998,0.10999999999999999
207,10.0,120.0,M,0.17000000000000004,0.07000000000000006
208,11.0,120.0,M,0.25,0.11000000000000004
209,12.0,120.0,M,0.25000000000000006,0.07000000000000006
210,13.0,120.0,M,0.21000000000000002,0.09000000000000002
211,14.0,120.0,M,0.22999999999999998,0.08999999999999997
212,15.0,120.0,M,0.27,0.07
213,16.0,120.0,M,0.23000000000000004,0.09000000000000008
214,17.0,120.0,M,0.25,0.09000000000000002
215,18.0,120.0,M,0.21000000000000002,0.07
216,19.0,120.0,M,0.25,0.07
217,20.0,120.0,M,0.18999999999999995,0.08999999999999997
218,21.0,120.0,M,0.22999999999999993,0.10999999999999999
219,22.0,120.0,M,0.27,0.10999999999999999
220,23.0,120.0,M,0.25000000000000006,0.10999999999999999
221,24.0,120.0,M,0.22999999999999998,0.10999999999999999
222,25.0,120.0,M,0.22999999999999998,0.08999999999999997
223,26.0,120.0,M,0.18999999999999995,0.08999999999999997
224,27.0,120.0,M,0.18999999999999995,0.06999999999999995
225,28.0,120.0,M,0.18999999999999995,0.08999999999999997
226,29.0,120.0,M,0.17000000000000004,0.07000000000000006
227,30.0,120.0,M,0.19000000000000006,0.07000000000000006
228,31.0,120.0,M,0.20999999999999996,0.10999999999999999
229,32.0,120.0,M,0.17000000000000004,0.07000000000000006
230,33.0,120.0,M,0.19000000000000006,0.09000000000000002
231,34.0,120.0,M,0.19,0.07
232,35.0,120.0,M,0.20999999999999996,0.10999999999999999
233,36.0,120.0,M,0.20999999999999996,0.10999999999999999
234,37.0,120.0,M,0.25000000000000006,0.11000000000000004
235,38.0,120.0,M,0.19000000000000006,0.07000000000000006
236,39.0,120.0,M,0.19000000000000006,0.11000000000000004
237,40.0,120.0,M,0.17000000000000004,0.07000000000000006
238,1.0,80.0,L,0.31000000000000005,0.1100000000000001
239,2.0,80.0,L,0.37,0.13
240,3.0,80.0,L,0.41000000000000003,0.13
241,4.0,80.0,L,0.30999999999999994,0.10999999999999999
242,5.0,80.0,L,0.37,0.13
243,6.0,80.0,L,0.41000000000000003,0.17000000000000004
244,7.0,80.0,L,0.35,0.13
245,8.0,80.0,L,0.43000000000000005,0.13
246,9.0,80.0,L,0.31000000000000005,0.1100000000000001
247,10.0,80.0,L,0.35,0.10999999999999999
248,11.0,80.0,L,0.4099999999999999,0.10999999999999999
249,12.0,80.0,L,0.31000000000000005,0.1100000000000001
250,13.0,80.0,L,0.39,0.13
251,14.0,80.0,L,0.37,0.13
252,15.0,80.0,L,0.35,0.13
253,16.0,80.0,L,0.3500000000000001,0.1100000000000001
254,17.0,80.0,L,0.31000000000000005,0.10999999999999999
255,18.0,80.0,L,0.37,0.13
256,19.0,80.0,L,0.31000000000000005,0.1100000000000001
257,20.0,80.0,L,0.35,0.10999999999999999
258,21.0,80.0,L,0.25,0.10999999999999999
259,22.0,80.0,L,0.25,0.10999999999999999
260,23.0,80.0,L,0.32999999999999996,0.10999999999999999
261,24.0,80.0,L,0.25,0.1100000000000001
262,25.0,80.0,L,0.35,0.13
263,26.0,80.0,L,0.31,0.13
264,27.0,80.0,L,0.26999999999999996,0.13
265,28.0,80.0,L,0.25,0.10999999999999999
266,29.0,80.0,L,0.30999999999999994,0.08999999999999997
267,30.0,80.0,L,0.25,0.10999999999999999
268,31.0,80.0,L,0.25,0.08999999999999997
269,32.0,80.0,L,0.25,0.08999999999999997
270,33.0,80.0,L,0.30999999999999994,0.10999999999999999
271,34.0,80.0,L,0.30999999999999994,0.08999999999999997
272,35.0,80.0,L,0.25,0.10999999999999999
273,36.0,80.0,L,0.25,0.10999999999999999
274,37.0,80.0,L,0.31,0.08999999999999997
275,38.0,80.0,L,0.31000000000000005,0.10999999999999999
276,39.0,80.0,L,0.29,0.08999999999999997
277,40.0,80.0,L,0.22999999999999993,0.10999999999999999
278,1.0,100.0,L,0.26999999999999996,0.08999999999999997
279,2.0,100.0,L,0.33,0.10999999999999999
280,3.0,100.0,L,0.33,0.10999999999999999
281,4.0,100.0,L,0.29000000000000004,0.10999999999999999
282,5.0,100.0,L,0.31000000000000005,0.10999999999999999
283,6.0,100.0,L,0.35,0.10999999999999999
284,7.0,100.0,L,0.33,0.10999999999999999
285,8.0,100.0,L,0.29,0.08999999999999997
286,9.0,100.0,L,0.30999999999999994,0.10999999999999999
287,10.0,100.0,L,0.32999999999999996,0.10999999999999999
288,11.0,100.0,L,0.31000000000000005,0.1100000000000001
289,12.0,100.0,L,0.23000000000000004,0.09000000000000008
290,13.0,100.0,L,0.22999999999999998,0.08999999999999997
291,14.0,100.0,L,0.35000000000000003,0.1100000000000001
292,15.0,100.0,L,0.24999999999999994,0.06999999999999995
293,16.0,100.0,L,0.31,0.08999999999999997
294,17.0,100.0,L,0.27,0.09000000000000008
295,18.0,100.0,L,0.32999999999999996,0.10999999999999999
296,19.0,100.0,L,0.25,0.08999999999999997
297,20.0,100.0,L,0.25,0.08999999999999997
298,21.0,100.0,L,0.25,0.10999999999999999
299,22.0,100.0,L,0.25,0.10999999999999999
300,23.0,100.0,L,0.25,0.10999999999999999
301,24.0,100.0,L,0.26999999999999996,0.10999999999999999
302,25.0,100.0,L,0.30999999999999994,0.10999999999999999
303,26.0,100.0,L,0.30999999999999994,0.10999999999999999
304,27.0,100.0,L,0.24999999999999994,0.1299999999999999
305,28.0,100.0,L,0.25,0.10999999999999999
306,29.0,100.0,L,0.25,0.10999999999999999
307,30.0,100.0,L,0.22999999999999998,0.08999999999999997
308,31.0,100.0,L,0.22999999999999993,0.10999999999999999
309,32.0,100.0,L,0.27,0.07000000000000006
310,33.0,100.0,L,0.27,0.10999999999999999
311,34.0,100.0,L,0.22999999999999998,0.13
312,35.0,100.0,L,0.26999999999999996,0.13
313,36.0,100.0,L,0.31,0.10999999999999999
314,37.0,100.0,L,0.25,0.13
315,38.0,100.0,L,0.27,0.10999999999999999
316,39.0,100.0,L,0.32999999999999996,0.10999999999999999
317,40.0,100.0,L,0.31,0.10999999999999999
318,1.0,120.0,L,0.20999999999999996,0.08999999999999997
319,2.0,120.0,L,0.22999999999999998,0.08999999999999997
320,3.0,120.0,L,0.27,0.08999999999999997
321,4.0,120.0,L,0.30999999999999994,0.10999999999999999
322,5.0,120.0,L,0.25,0.07000000000000006
323,6.0,120.0,L,0.23000000000000004,0.09000000000000008
324,7.0,120.0,L,0.2700000000000001,0.07000000000000006
325,8.0,120.0,L,0.22999999999999993,0.08999999999999997
326,9.0,120.0,L,0.18999999999999995,0.06999999999999995
327,10.0,120.0,L,0.22999999999999998,0.08999999999999997
328,11.0,120.0,L,0.25,0.08999999999999997
329,12.0,120.0,L,0.20999999999999996,0.08999999999999997
330,13.0,120.0,L,0.21000000000000002,0.09000000000000008
331,14.0,120.0,L,0.27,0.07000000000000006
332,15.0,120.0,L,0.22999999999999998,0.08999999999999997
333,16.0,120.0,L,0.22999999999999998,0.08999999999999997
334,17.0,120.0,L,0.17000000000000004,0.07000000000000006
335,18.0,120.0,L,0.20999999999999996,0.08999999999999997
336,19.0,120.0,L,0.22999999999999998,0.08999999999999997
337,20.0,120.0,L,0.22999999999999998,0.10999999999999999
338,21.0,120.0,L,0.21000000000000002,0.06999999999999995
339,22.0,120.0,L,0.22999999999999998,0.08999999999999997
340,23.0,120.0,L,0.22999999999999998,0.08999999999999997
341,24.0,120.0,L,0.24999999999999994,0.08999999999999997
342,25.0,120.0,L,0.21000000000000008,0.09000000000000008
343,26.0,120.0,L,0.20999999999999996,0.08999999999999997
344,27.0,120.0,L,0.20999999999999996,0.08999999999999997
345,28.0,120.0,L,0.27,0.09000000000000002
346,29.0,120.0,L,0.18999999999999995,0.06999999999999995
347,30.0,120.0,L,0.19,0.09000000000000002
348,31.0,120.0,L,0.21000000000000002,0.09000000000000002
349,32.0,120.0,L,0.17000000000000004,0.07000000000000006
350,33.0,120.0,L,0.23000000000000004,0.09000000000000002
351,34.0,120.0,L,0.25000000000000006,0.07000000000000006
352,35.0,120.0,L,0.25000000000000006,0.09000000000000002
353,36.0,120.0,L,0.20999999999999996,0.08999999999999997
354,37.0,120.0,L,0.2700000000000001,0.09000000000000008
355,38.0,120.0,L,0.16999999999999998,0.06999999999999995
356,39.0,120.0,L,0.23000000000000004,0.09000000000000002
357,40.0,120.0,L,0.21000000000000002,0.07
